model_size_pct,data_subset_pct,step,train_loss,test_accuracy,test_error_rate,test_f1,test_precision,elapsed_sec
100.0,5,1000,0.01513,0.65533,0.34467,0.64577,0.64486,67.89
100.0,5,1500,6e-05,0.66133,0.33867,0.65358,0.65472,98.53
100.0,5,2000,0.00013,0.652,0.348,0.64473,0.64544,129.01
100.0,5,2500,2e-05,0.65333,0.34667,0.64609,0.6454,159.64
100.0,5,3000,1e-05,0.65067,0.34933,0.64229,0.64133,190.03
100.0,5,3500,1e-05,0.65467,0.34533,0.64706,0.64865,220.6
100.0,5,4000,1e-05,0.64733,0.35267,0.63939,0.63864,251.11
100.0,5,4500,1e-05,0.65467,0.34533,0.64725,0.64942,281.47
100.0,5,5000,1e-05,0.65467,0.34533,0.64695,0.64808,312.09
100.0,5,5500,0.0,0.65667,0.34333,0.64923,0.64937,342.81
100.0,5,6000,1e-05,0.65,0.35,0.63979,0.63877,373.4
100.0,5,6500,1e-05,0.65733,0.34267,0.64916,0.64937,404.14
100.0,5,7000,0.0,0.656,0.344,0.64854,0.64778,434.78
100.0,5,7500,0.0,0.65467,0.34533,0.64631,0.64608,465.39
100.0,5,8000,0.0,0.652,0.348,0.6423,0.64357,495.91
100.0,10,500,0.27677,0.724,0.276,0.72034,0.72829,40.55
100.0,10,1000,0.00035,0.762,0.238,0.75603,0.76084,73.91
100.0,10,1500,5e-05,0.758,0.242,0.75201,0.75503,107.15
100.0,10,2000,3e-05,0.76133,0.23867,0.7554,0.7591,140.33
100.0,10,2500,2e-05,0.75867,0.24133,0.75261,0.75613,173.55
100.0,10,3000,1e-05,0.756,0.244,0.75033,0.75307,206.81
100.0,10,3500,1e-05,0.754,0.246,0.74677,0.75261,240.18
100.0,10,4000,1e-05,0.76067,0.23933,0.75428,0.75723,273.36
100.0,10,4500,1e-05,0.76133,0.23867,0.75554,0.75918,306.64
100.0,10,5000,1e-05,0.76,0.24,0.75276,0.75733,340.0
100.0,10,5500,0.0,0.75933,0.24067,0.75261,0.75699,373.26
100.0,10,6000,0.0,0.76,0.24,0.75262,0.75851,406.46
100.0,10,6500,0.0,0.76,0.24,0.75297,0.75614,439.79
100.0,10,7000,0.0,0.76067,0.23933,0.75376,0.75704,473.02
100.0,10,7500,0.0,0.76067,0.23933,0.75365,0.75812,506.23
100.0,10,8000,0.0,0.76333,0.23667,0.75691,0.76046,539.32
100.0,20,500,0.43715,0.76933,0.23067,0.76998,0.79372,39.97
100.0,20,1000,0.04014,0.78933,0.21067,0.78398,0.79256,73.27
100.0,20,1500,0.02136,0.84867,0.15133,0.84688,0.84609,106.54
100.0,20,2000,0.00015,0.85867,0.14133,0.85697,0.85756,139.93
100.0,20,2500,5e-05,0.86733,0.13267,0.86605,0.86732,173.06
100.0,20,3000,3e-05,0.86467,0.13533,0.86312,0.86382,205.8
100.0,20,3500,3e-05,0.86533,0.13467,0.86333,0.86455,239.06
100.0,20,4000,2e-05,0.86467,0.13533,0.86309,0.86465,272.4
100.0,20,4500,2e-05,0.86467,0.13533,0.86288,0.86404,305.65
100.0,20,5000,1e-05,0.86933,0.13067,0.86762,0.86975,338.82
100.0,20,5500,1e-05,0.86467,0.13533,0.86291,0.86427,372.02
100.0,20,6000,1e-05,0.866,0.134,0.86434,0.86543,405.33
100.0,20,6500,1e-05,0.86467,0.13533,0.86291,0.86411,438.58
100.0,20,7000,1e-05,0.86933,0.13067,0.86806,0.8702,471.78
100.0,20,7500,1e-05,0.86467,0.13533,0.86324,0.86437,505.12
100.0,20,8000,1e-05,0.87,0.13,0.86838,0.87112,538.49
100.0,50,500,0.60312,0.84267,0.15733,0.8455,0.8655,38.97
100.0,50,1000,0.18325,0.89333,0.10667,0.89411,0.9017,72.24
100.0,50,1500,0.06788,0.89267,0.10733,0.88841,0.90136,105.56
100.0,50,2000,0.06042,0.92733,0.07267,0.92719,0.93007,138.95
100.0,50,2500,0.01325,0.92867,0.07133,0.92866,0.93076,172.43
100.0,50,3000,0.03437,0.92133,0.07867,0.92295,0.93344,205.89
100.0,50,3500,0.00205,0.95933,0.04067,0.95931,0.95984,239.36
100.0,50,4000,0.00032,0.95333,0.04667,0.95313,0.95364,272.68
100.0,50,4500,0.00379,0.908,0.092,0.90751,0.90936,306.1
100.0,50,5000,0.02513,0.954,0.046,0.95394,0.95494,339.57
100.0,50,5500,0.00106,0.96067,0.03933,0.96065,0.96117,372.89
100.0,50,6000,0.00019,0.96267,0.03733,0.96269,0.96327,406.24
100.0,50,6500,0.00013,0.964,0.036,0.96401,0.96444,439.63
100.0,50,7000,0.00013,0.964,0.036,0.964,0.96427,472.84
100.0,50,7500,0.00012,0.96333,0.03667,0.96334,0.96373,506.37
100.0,50,8000,0.0001,0.96533,0.03467,0.96534,0.96564,539.78
100.0,100,500,0.63291,0.73333,0.26667,0.75492,0.85088,39.01
100.0,100,1000,0.24851,0.93467,0.06533,0.93479,0.93956,72.12
100.0,100,1500,0.12504,0.926,0.074,0.92523,0.92908,105.42
100.0,100,2000,0.0893,0.95,0.05,0.94993,0.95142,138.65
100.0,100,2500,0.04411,0.94933,0.05067,0.94935,0.95051,171.73
100.0,100,3000,0.04898,0.95467,0.04533,0.95472,0.95724,205.14
100.0,100,3500,0.02118,0.968,0.032,0.96778,0.96836,238.62
100.0,100,4000,0.02931,0.94267,0.05733,0.94254,0.94441,271.99
100.0,100,4500,0.00823,0.97867,0.02133,0.97864,0.97899,305.47
100.0,100,5000,0.00691,0.96467,0.03533,0.96451,0.96542,338.89
100.0,100,5500,0.00303,0.978,0.022,0.97802,0.97818,372.33
100.0,100,6000,0.00149,0.97867,0.02133,0.97859,0.9789,405.74
100.0,100,6500,0.00053,0.98067,0.01933,0.98069,0.98082,439.11
100.0,100,7000,0.00048,0.98333,0.01667,0.98331,0.98334,472.55
100.0,100,7500,0.00033,0.98333,0.01667,0.98335,0.98343,505.93
100.0,100,8000,0.00025,0.98333,0.01667,0.98333,0.98341,539.46
