model_size_pct,data_subset_pct,step,train_loss,test_accuracy,test_error_rate,test_f1,test_precision,elapsed_sec
50.0,20,4500,1e-05,0.82333,0.17667,0.81957,0.82204,204.28
50.0,20,5000,1e-05,0.82667,0.17333,0.82331,0.82618,226.49
50.0,20,5500,1e-05,0.82867,0.17133,0.82499,0.82613,248.73
50.0,20,6000,1e-05,0.82133,0.17867,0.81739,0.81713,270.97
50.0,20,6500,0.0,0.82533,0.17467,0.82176,0.82268,293.24
50.0,20,7000,0.0,0.82267,0.17733,0.81908,0.81962,315.53
50.0,20,7500,0.0,0.82133,0.17867,0.81727,0.8187,337.78
50.0,20,8000,0.0,0.82267,0.17733,0.81872,0.81936,360.07
50.0,20,8500,0.0,0.824,0.176,0.82066,0.82108,382.34
50.0,20,9000,0.0,0.82467,0.17533,0.82126,0.82147,404.64
50.0,20,9500,0.0,0.824,0.176,0.82015,0.82228,426.95
50.0,20,10000,0.0,0.82067,0.17933,0.81651,0.81852,449.25
50.0,50,500,0.60117,0.68467,0.31533,0.65647,0.7534,27.22
50.0,50,1000,0.14517,0.85533,0.14467,0.85522,0.86798,50.86
50.0,50,1500,0.05031,0.924,0.076,0.92373,0.92861,74.53
50.0,50,2000,0.05201,0.928,0.072,0.92709,0.92947,98.16
50.0,50,2500,0.00964,0.946,0.054,0.94588,0.94638,120.55
50.0,50,3000,0.01948,0.75133,0.24867,0.75062,0.80409,142.89
50.0,50,3500,0.04355,0.94667,0.05333,0.94614,0.94742,165.19
50.0,50,4000,0.00091,0.92733,0.07267,0.926,0.92853,187.43
50.0,50,4500,0.00064,0.944,0.056,0.94373,0.94418,209.7
50.0,50,5000,0.00021,0.94867,0.05133,0.94847,0.94906,231.99
50.0,50,5500,0.04019,0.91933,0.08067,0.91762,0.92495,254.33
50.0,50,6000,0.0017,0.94267,0.05733,0.94221,0.94262,276.69
50.0,50,6500,0.0002,0.94467,0.05533,0.94426,0.9451,298.96
50.0,50,7000,0.00017,0.94533,0.05467,0.94499,0.94536,321.32
50.0,50,7500,0.00019,0.942,0.058,0.94142,0.94257,343.69
50.0,50,8000,0.00034,0.94667,0.05333,0.94633,0.94671,366.0
50.0,50,8500,0.00012,0.94867,0.05133,0.94846,0.94901,388.33
50.0,50,9000,0.00011,0.948,0.052,0.94776,0.94845,410.73
50.0,50,9500,8e-05,0.94867,0.05133,0.94841,0.94876,433.24
50.0,50,10000,7e-05,0.946,0.054,0.94563,0.9465,455.56
50.0,100,500,0.6457,0.72,0.28,0.7155,0.78861,26.79
50.0,100,1000,0.23536,0.82,0.18,0.81505,0.84676,49.04
50.0,100,1500,0.12436,0.932,0.068,0.93135,0.93863,71.3
50.0,100,2000,0.08676,0.93333,0.06667,0.93272,0.93993,93.56
50.0,100,2500,0.04201,0.902,0.098,0.90608,0.9302,115.92
50.0,100,3000,0.04249,0.93333,0.06667,0.93344,0.93759,138.32
50.0,100,3500,0.02934,0.958,0.042,0.95803,0.9595,160.77
50.0,100,4000,0.03753,0.968,0.032,0.96789,0.96871,183.2
50.0,100,4500,0.01511,0.97333,0.02667,0.97323,0.97336,205.63
50.0,100,5000,0.00568,0.97867,0.02133,0.97863,0.97868,228.02
50.0,100,5500,0.0005,0.97867,0.02133,0.97867,0.97877,250.35
50.0,100,6000,0.00249,0.90333,0.09667,0.90336,0.91837,272.78
50.0,100,6500,0.01319,0.95933,0.04067,0.95913,0.96052,295.21
50.0,100,7000,0.00041,0.97867,0.02133,0.97867,0.97873,317.63
50.0,100,7500,0.00019,0.97933,0.02067,0.97934,0.97939,340.03
50.0,100,8000,0.0003,0.98133,0.01867,0.98133,0.98135,362.56
50.0,100,8500,0.00017,0.97933,0.02067,0.97935,0.97946,384.94
50.0,100,9000,0.0001,0.98,0.02,0.98001,0.98011,407.37
50.0,100,9500,0.00019,0.98133,0.01867,0.9813,0.98134,429.79
50.0,100,10000,8e-05,0.98,0.02,0.97999,0.98,452.22
100.0,1,500,0.40211,0.328,0.672,0.31351,0.38207,34.71
100.0,1,1000,0.06112,0.28933,0.71067,0.28389,0.35593,53.19
100.0,1,1500,0.02443,0.33533,0.66467,0.31899,0.33782,71.71
100.0,1,2000,0.00494,0.35867,0.64133,0.35816,0.41703,90.26
100.0,1,2500,0.0002,0.40467,0.59533,0.39168,0.40936,108.78
100.0,1,3000,0.00016,0.37733,0.62267,0.36177,0.38677,127.33
100.0,1,3500,0.04865,0.308,0.692,0.29128,0.32749,145.99
100.0,1,4000,0.00484,0.35467,0.64533,0.33593,0.33617,163.94
100.0,1,4500,0.00476,0.30067,0.69933,0.28504,0.30483,181.9
100.0,1,5000,0.00445,0.30667,0.69333,0.2946,0.29637,199.15
100.0,1,5500,0.00036,0.32667,0.67333,0.30917,0.31567,217.83
100.0,1,6000,0.00041,0.32133,0.67867,0.31489,0.32259,236.42
100.0,1,6500,7e-05,0.342,0.658,0.32043,0.33436,255.08
100.0,1,7000,3e-05,0.33333,0.66667,0.31642,0.32694,273.75
100.0,1,7500,1e-05,0.352,0.648,0.33102,0.34033,292.43
100.0,1,8000,0.00025,0.338,0.662,0.32092,0.323,311.02
100.0,1,8500,5e-05,0.336,0.664,0.31716,0.32458,329.42
100.0,1,9000,1e-05,0.334,0.666,0.31615,0.32553,348.1
100.0,1,9500,5e-05,0.34,0.66,0.3225,0.32233,366.68
100.0,1,10000,0.0,0.33,0.67,0.31415,0.31788,385.3
100.0,2,500,0.2608,0.32133,0.67867,0.3098,0.53513,26.74
100.0,2,1000,0.04866,0.39133,0.60867,0.37757,0.41769,47.85
100.0,2,1500,0.02661,0.35,0.65,0.34207,0.38994,69.15
100.0,2,2000,0.01291,0.41067,0.58933,0.40401,0.42108,90.49
100.0,2,2500,0.0093,0.432,0.568,0.42447,0.42509,111.76
100.0,2,3000,0.01643,0.34333,0.65667,0.34067,0.38799,133.02
100.0,2,3500,0.00856,0.358,0.642,0.3496,0.36434,154.41
100.0,2,4000,0.00023,0.402,0.598,0.39083,0.39403,175.63
100.0,2,4500,0.01003,0.38933,0.61067,0.37298,0.39961,196.95
100.0,2,5000,0.00147,0.428,0.572,0.41649,0.42947,218.3
100.0,2,5500,9e-05,0.44467,0.55533,0.43448,0.45994,239.5
100.0,2,6000,0.00062,0.40733,0.59267,0.40005,0.42096,260.73
100.0,2,6500,2e-05,0.416,0.584,0.40737,0.42303,283.69
100.0,2,7000,1e-05,0.42133,0.57867,0.41438,0.42614,306.78
100.0,2,7500,1e-05,0.42267,0.57733,0.41404,0.42777,329.86
100.0,2,8000,0.00034,0.396,0.604,0.37772,0.40875,352.92
100.0,2,8500,4e-05,0.402,0.598,0.38184,0.40948,376.03
100.0,2,9000,4e-05,0.406,0.594,0.38634,0.40835,399.15
100.0,2,9500,1e-05,0.40733,0.59267,0.38599,0.40835,422.27
100.0,2,10000,1e-05,0.41,0.59,0.39071,0.41169,445.24
100.0,5,500,0.23246,0.50733,0.49267,0.51029,0.56361,32.24
100.0,5,1000,0.0157,0.60867,0.39133,0.60084,0.59585,57.81
100.0,5,1500,4e-05,0.62,0.38,0.61208,0.60925,83.29
100.0,5,2000,2e-05,0.618,0.382,0.60835,0.60506,108.89
100.0,5,2500,3e-05,0.62533,0.37467,0.61834,0.61768,134.51
100.0,5,3000,0.09695,0.65067,0.34933,0.64104,0.63805,160.17
100.0,5,3500,0.0002,0.64533,0.35467,0.63486,0.63367,185.83
100.0,5,4000,7e-05,0.64867,0.35133,0.6383,0.63592,211.51
100.0,5,4500,0.00014,0.64333,0.35667,0.63276,0.62974,237.06
100.0,5,5000,9e-05,0.634,0.366,0.62649,0.6252,262.67
100.0,5,5500,2e-05,0.63667,0.36333,0.62892,0.62688,288.34
100.0,5,6000,2e-05,0.63933,0.36067,0.62961,0.62719,313.97
100.0,5,6500,2e-05,0.63867,0.36133,0.62958,0.62763,339.63
100.0,5,7000,2e-05,0.63,0.37,0.62228,0.62143,365.31
100.0,5,7500,1e-05,0.64,0.36,0.63036,0.62738,391.02
100.0,5,8000,1e-05,0.63733,0.36267,0.62769,0.62483,416.64
100.0,5,8500,1e-05,0.63533,0.36467,0.62877,0.62749,442.27
100.0,5,9000,1e-05,0.63133,0.36867,0.62521,0.62432,467.99
100.0,5,9500,1e-05,0.638,0.362,0.62911,0.62701,493.78
100.0,5,10000,1e-05,0.63667,0.36333,0.63001,0.62839,519.51
100.0,10,500,0.26297,0.74133,0.25867,0.73431,0.73479,34.9
100.0,10,1000,0.00013,0.74667,0.25333,0.73908,0.7391,62.65
100.0,10,1500,3e-05,0.74533,0.25467,0.73797,0.73752,90.58
100.0,10,2000,2e-05,0.74533,0.25467,0.73748,0.73698,118.49
100.0,10,2500,1e-05,0.74467,0.25533,0.73641,0.73718,146.33
100.0,10,3000,1e-05,0.746,0.254,0.73725,0.73844,174.29
100.0,10,3500,0.0,0.74467,0.25533,0.73633,0.73704,202.23
100.0,10,4000,0.0,0.74733,0.25267,0.73938,0.74163,230.04
100.0,10,4500,0.0,0.75067,0.24933,0.74439,0.74537,257.87
100.0,10,5000,0.0,0.746,0.254,0.73832,0.73874,285.81
100.0,10,5500,0.0,0.74467,0.25533,0.73698,0.73752,313.67
100.0,10,6000,0.0,0.74667,0.25333,0.7378,0.73788,343.75
100.0,10,6500,0.0,0.74933,0.25067,0.74065,0.74067,374.18
100.0,10,7000,0.0,0.746,0.254,0.7387,0.73896,404.43
100.0,10,7500,0.0,0.746,0.254,0.73798,0.73808,434.74
100.0,10,8000,0.0,0.74533,0.25467,0.73735,0.73763,465.03
100.0,10,8500,0.0,0.74467,0.25533,0.73623,0.73565,495.26
100.0,10,9000,0.0,0.74867,0.25133,0.74071,0.74263,525.64
100.0,10,9500,0.0,0.744,0.256,0.7354,0.73717,555.97
100.0,10,10000,0.0,0.74933,0.25067,0.74109,0.74161,585.4
100.0,20,500,0.39789,0.582,0.418,0.54235,0.69434,34.54
100.0,20,1000,0.0637,0.648,0.352,0.63293,0.72151,62.34
100.0,20,1500,0.02608,0.82067,0.17933,0.81471,0.81746,90.19
100.0,20,2000,0.0001,0.83133,0.16867,0.8255,0.82942,118.06
100.0,20,2500,4e-05,0.834,0.166,0.82839,0.83194,148.36
100.0,20,3000,3e-05,0.83333,0.16667,0.82872,0.83131,178.62
100.0,20,3500,2e-05,0.834,0.166,0.82926,0.83062,208.97
100.0,20,4000,1e-05,0.83533,0.16467,0.83065,0.83249,239.26
100.0,20,4500,3e-05,0.82867,0.17133,0.82356,0.82601,268.86
100.0,20,5000,1e-05,0.83267,0.16733,0.82751,0.83097,296.66
100.0,20,5500,1e-05,0.828,0.172,0.8232,0.82641,324.46
100.0,20,6000,1e-05,0.824,0.176,0.81899,0.82316,352.35
100.0,20,6500,0.0,0.832,0.168,0.82752,0.82945,380.35
100.0,20,7000,0.0,0.832,0.168,0.82693,0.82873,408.27
100.0,20,7500,0.0,0.83133,0.16867,0.82678,0.82787,436.15
100.0,20,8000,0.0,0.82933,0.17067,0.82502,0.82713,463.89
100.0,20,8500,0.0,0.83133,0.16867,0.827,0.8302,491.9
100.0,20,9000,0.0,0.83133,0.16867,0.82681,0.82973,519.88
100.0,20,9500,0.0,0.828,0.172,0.82296,0.82622,547.83
100.0,20,10000,0.0,0.83,0.17,0.82584,0.82764,575.76
100.0,50,500,0.59549,0.58867,0.41133,0.58556,0.77795,34.32
100.0,50,1000,0.16834,0.89933,0.10067,0.89856,0.90455,62.06
100.0,50,1500,0.06918,0.89867,0.10133,0.89728,0.90972,89.98
100.0,50,2000,0.03352,0.93133,0.06867,0.93054,0.93447,118.02
100.0,50,2500,0.03995,0.92467,0.07533,0.92399,0.925,146.06
100.0,50,3000,0.0266,0.94067,0.05933,0.94031,0.94111,174.02
100.0,50,3500,0.00224,0.89333,0.10667,0.89087,0.90115,201.92
100.0,50,4000,0.03179,0.902,0.098,0.90093,0.90584,229.93
100.0,50,4500,0.00298,0.94533,0.05467,0.94526,0.94628,257.98
100.0,50,5000,0.00021,0.946,0.054,0.94605,0.94689,285.99
100.0,50,5500,7e-05,0.94467,0.05533,0.9446,0.94506,313.89
100.0,50,6000,5e-05,0.948,0.052,0.94783,0.94832,341.8
100.0,50,6500,5e-05,0.94667,0.05333,0.94657,0.947,369.85
100.0,50,7000,0.00015,0.948,0.052,0.94792,0.9487,397.88
100.0,50,7500,0.01025,0.93733,0.06267,0.93717,0.93788,425.97
100.0,50,8000,0.0002,0.94933,0.05067,0.9494,0.95011,454.05
100.0,50,8500,9e-05,0.94467,0.05533,0.94468,0.94524,482.05
100.0,50,9000,7e-05,0.95,0.05,0.94998,0.95057,510.16
100.0,50,9500,8e-05,0.94733,0.05267,0.94738,0.94816,538.31
100.0,50,10000,6e-05,0.94867,0.05133,0.94866,0.94929,566.37
100.0,100,500,0.64129,0.67133,0.32867,0.67693,0.76553,34.05
100.0,100,1000,0.23804,0.85867,0.14133,0.8583,0.8889,61.81
100.0,100,1500,0.13288,0.94667,0.05333,0.94699,0.94987,89.8
100.0,100,2000,0.07262,0.926,0.074,0.92642,0.93106,117.82
100.0,100,2500,0.06103,0.96467,0.03533,0.9646,0.96494,146.03
100.0,100,3000,0.04159,0.96,0.04,0.96008,0.96117,174.11
100.0,100,3500,0.03862,0.94267,0.05733,0.9425,0.94448,202.38
100.0,100,4000,0.01876,0.92067,0.07933,0.9187,0.92125,230.48
100.0,100,4500,0.02274,0.96867,0.03133,0.96865,0.96884,258.64
100.0,100,5000,0.02175,0.944,0.056,0.94322,0.94712,286.86
100.0,100,5500,0.00786,0.97667,0.02333,0.97666,0.97685,315.03
100.0,100,6000,0.00041,0.97933,0.02067,0.9793,0.97936,343.06
100.0,100,6500,0.00025,0.98,0.02,0.98,0.98008,371.15
100.0,100,7000,0.00302,0.97,0.03,0.96999,0.97041,399.25
100.0,100,7500,0.00556,0.97867,0.02133,0.97867,0.97871,427.21
100.0,100,8000,0.0002,0.98333,0.01667,0.98332,0.98335,455.35
100.0,100,8500,0.00025,0.97867,0.02133,0.9787,0.97881,483.41
100.0,100,9000,0.00013,0.98067,0.01933,0.98067,0.9807,511.5
100.0,100,9500,0.00011,0.98133,0.01867,0.98134,0.98138,539.62
100.0,100,10000,0.00015,0.98,0.02,0.98002,0.98011,567.68
